2a0e:97c0:480::/45,IT,IT-SV,Savona,
2a0e:97c0:488::/45,IT,IT-SV,Savona,
2a0e:b104:100::/45,IT,IT-SV,Savona,
2a0e:b104:108::/45,IT,IT-SV,Savona,
2a0e:b107:1240::/44,IT,IT-SV,Savona,
2a0e:b107:1248::/45,IT,IT-SV,Savona,
